ID,AGEP,SCHL,OCCP,SEX,RAC1P,PINCP
25137,62.0,16.0,9570.0,1.0,1.0,62000.0
25138,48.0,16.0,4720.0,1.0,1.0,124000.0
25139,46.0,16.0,4230.0,2.0,1.0,40000.0
25140,35.0,21.0,1021.0,1.0,9.0,118000.0
25141,43.0,6.0,7840.0,2.0,1.0,38800.0
25142,56.0,20.0,440.0,1.0,1.0,198000.0
25143,65.0,22.0,2310.0,2.0,1.0,89000.0
25144,34.0,21.0,710.0,2.0,1.0,205000.0
25145,36.0,23.0,3090.0,1.0,1.0,300000.0
25146,40.0,10.0,9645.0,2.0,8.0,25600.0
25147,37.0,11.0,4220.0,1.0,8.0,38000.0
25148,55.0,21.0,2825.0,2.0,1.0,80000.0
25149,23.0,19.0,4055.0,2.0,1.0,10000.0
25150,45.0,21.0,2310.0,2.0,1.0,58000.0
25151,46.0,21.0,4700.0,1.0,1.0,150000.0
25152,48.0,21.0,2435.0,2.0,1.0,27400.0
25153,55.0,17.0,4251.0,1.0,3.0,2900.0
25154,24.0,19.0,2014.0,1.0,1.0,33400.0
25155,24.0,16.0,2014.0,2.0,1.0,32500.0
25156,66.0,21.0,2310.0,2.0,1.0,28200.0
25157,40.0,21.0,52.0,1.0,1.0,140000.0
25158,31.0,22.0,1021.0,1.0,6.0,140800.0
25159,31.0,24.0,1240.0,2.0,6.0,137000.0
25160,37.0,22.0,300.0,1.0,6.0,472000.0
25161,34.0,22.0,440.0,2.0,6.0,220000.0
25162,68.0,20.0,5740.0,2.0,1.0,25100.0
25163,55.0,18.0,845.0,2.0,1.0,103000.0
25164,54.0,21.0,140.0,2.0,1.0,98000.0
25165,38.0,21.0,3550.0,2.0,7.0,73000.0
25166,38.0,18.0,4220.0,1.0,7.0,60000.0
25167,32.0,16.0,3930.0,1.0,1.0,37600.0
25168,34.0,21.0,7855.0,2.0,1.0,92500.0
25169,34.0,19.0,4700.0,2.0,6.0,27000.0
25170,40.0,20.0,3930.0,1.0,9.0,30000.0
25171,57.0,21.0,6230.0,1.0,1.0,4500.0
25172,71.0,22.0,9150.0,1.0,1.0,58200.0
25173,38.0,16.0,9620.0,1.0,1.0,12000.0
25174,57.0,23.0,3603.0,1.0,1.0,19200.0
25175,48.0,23.0,2100.0,2.0,1.0,143000.0
25176,69.0,21.0,5000.0,2.0,1.0,75000.0
25177,48.0,19.0,7410.0,1.0,1.0,70000.0
25178,46.0,21.0,5120.0,2.0,1.0,42840.0
25179,27.0,21.0,4840.0,2.0,1.0,85000.0
25180,37.0,19.0,5000.0,1.0,1.0,53000.0
25181,24.0,16.0,220.0,1.0,6.0,36000.0
25182,47.0,22.0,420.0,1.0,1.0,78000.0
25183,48.0,21.0,1610.0,2.0,1.0,51000.0
25184,18.0,18.0,4622.0,2.0,1.0,1400.0
25185,56.0,21.0,630.0,2.0,1.0,100000.0
25186,51.0,21.0,1021.0,1.0,6.0,310000.0
25187,51.0,22.0,300.0,2.0,6.0,536000.0
25188,25.0,20.0,3255.0,1.0,6.0,50000.0
25189,24.0,20.0,3255.0,1.0,6.0,50000.0
25190,32.0,21.0,3255.0,2.0,1.0,56000.0
25191,40.0,21.0,9030.0,1.0,1.0,175000.0
25192,43.0,21.0,2825.0,1.0,1.0,252000.0
25193,39.0,21.0,440.0,2.0,1.0,14000.0
25194,35.0,17.0,4600.0,2.0,1.0,15000.0
25195,62.0,18.0,6230.0,1.0,1.0,80220.0
25196,45.0,21.0,4720.0,2.0,9.0,30000.0
25197,22.0,16.0,6230.0,1.0,1.0,50000.0
25198,35.0,22.0,120.0,1.0,1.0,102000.0
25199,28.0,22.0,5400.0,2.0,1.0,32000.0
25200,23.0,14.0,3960.0,1.0,6.0,3000.0
25201,23.0,14.0,3640.0,1.0,6.0,8000.0
25202,49.0,20.0,3710.0,2.0,1.0,50000.0
25203,49.0,16.0,4220.0,1.0,1.0,10000.0
25204,58.0,21.0,9030.0,1.0,1.0,568600.0
25205,46.0,22.0,2040.0,2.0,1.0,55660.0
25206,50.0,22.0,2014.0,1.0,1.0,69000.0
25207,68.0,22.0,1822.0,2.0,1.0,92400.0
25208,19.0,17.0,4030.0,1.0,1.0,1400.0
25209,50.0,20.0,9415.0,2.0,1.0,20100.0
25210,67.0,18.0,4220.0,1.0,1.0,87500.0
25211,58.0,20.0,3603.0,2.0,1.0,18000.0
25212,60.0,22.0,630.0,2.0,1.0,146000.0
25213,65.0,23.0,2100.0,1.0,1.0,155000.0
25214,62.0,21.0,3160.0,2.0,1.0,25000.0
25215,67.0,21.0,7260.0,1.0,1.0,74700.0
25216,34.0,20.0,3423.0,2.0,1.0,60000.0
25217,34.0,19.0,7220.0,1.0,1.0,60000.0
25218,63.0,23.0,4710.0,2.0,1.0,75000.0
25219,49.0,19.0,5000.0,1.0,1.0,86500.0
25220,46.0,19.0,1108.0,1.0,1.0,108000.0
25221,46.0,21.0,440.0,2.0,1.0,86000.0
25222,17.0,14.0,4600.0,2.0,1.0,7200.0
25223,17.0,14.0,3960.0,2.0,1.0,3000.0
25224,35.0,21.0,2634.0,1.0,1.0,40000.0
25225,33.0,22.0,440.0,2.0,1.0,100000.0
25226,46.0,23.0,3220.0,2.0,1.0,5000.0
25227,52.0,16.0,9300.0,1.0,1.0,59000.0
25228,50.0,19.0,4700.0,2.0,1.0,58000.0
25229,50.0,19.0,9121.0,2.0,1.0,27000.0
25230,19.0,18.0,5400.0,2.0,1.0,15000.0
25231,40.0,16.0,5630.0,1.0,1.0,30000.0
25232,69.0,18.0,9130.0,1.0,1.0,7300.0
25233,20.0,16.0,4220.0,1.0,8.0,8000.0
25234,52.0,20.0,5420.0,1.0,1.0,740.0
25235,52.0,21.0,110.0,2.0,1.0,144000.0
25236,42.0,18.0,5400.0,2.0,1.0,55900.0
25237,17.0,14.0,4030.0,2.0,1.0,4000.0
25238,29.0,17.0,4120.0,2.0,1.0,17000.0
25239,30.0,16.0,6260.0,1.0,1.0,52000.0
25240,52.0,21.0,440.0,1.0,1.0,135000.0
25241,48.0,16.0,5940.0,2.0,1.0,33000.0
25242,19.0,19.0,4055.0,2.0,1.0,3000.0
25243,25.0,22.0,1021.0,1.0,6.0,180300.0
25244,40.0,22.0,440.0,1.0,1.0,140000.0
25245,23.0,19.0,4965.0,2.0,1.0,24000.0
25246,24.0,16.0,9610.0,1.0,1.0,26000.0
25247,56.0,16.0,4020.0,2.0,1.0,210.0
25248,31.0,16.0,4140.0,1.0,1.0,3600.0
25249,47.0,19.0,5240.0,2.0,1.0,25000.0
25250,52.0,16.0,7200.0,1.0,1.0,150000.0
25251,60.0,22.0,1320.0,1.0,9.0,162000.0
25252,25.0,21.0,1980.0,2.0,9.0,44040.0
25253,63.0,16.0,410.0,1.0,2.0,80000.0
25254,55.0,21.0,1006.0,2.0,1.0,83040.0
25255,55.0,21.0,4760.0,1.0,1.0,38700.0
25256,63.0,20.0,1541.0,1.0,9.0,52500.0
25257,25.0,21.0,9130.0,1.0,9.0,18000.0
25258,20.0,19.0,4720.0,2.0,2.0,4900.0
25259,41.0,22.0,2545.0,2.0,1.0,41000.0
25260,39.0,18.0,5510.0,1.0,1.0,17100.0
25261,36.0,16.0,2040.0,1.0,2.0,26000.0
25262,35.0,19.0,6240.0,1.0,8.0,62000.0
25263,33.0,21.0,52.0,2.0,8.0,80000.0
25264,49.0,12.0,7360.0,1.0,1.0,66000.0
25265,53.0,16.0,4230.0,2.0,1.0,54300.0
25266,17.0,15.0,5240.0,2.0,1.0,10000.0
25267,53.0,16.0,7720.0,1.0,6.0,45000.0
25268,34.0,16.0,7750.0,2.0,6.0,58000.0
25269,68.0,18.0,4600.0,2.0,6.0,3600.0
25270,56.0,16.0,7905.0,1.0,1.0,72000.0
25271,60.0,21.0,136.0,2.0,1.0,96000.0
25272,26.0,19.0,8750.0,1.0,1.0,35000.0
25273,37.0,19.0,9300.0,2.0,1.0,36000.0
25274,40.0,20.0,2634.0,2.0,1.0,35000.0
25275,41.0,21.0,5740.0,2.0,1.0,40000.0
25276,31.0,20.0,3515.0,2.0,1.0,45000.0
25277,38.0,20.0,8500.0,1.0,1.0,65000.0
25278,47.0,18.0,2600.0,1.0,1.0,18400.0
25279,47.0,19.0,1021.0,1.0,1.0,126000.0
25280,46.0,22.0,2545.0,2.0,1.0,20000.0
25281,45.0,20.0,4840.0,1.0,1.0,32000.0
25282,36.0,16.0,410.0,2.0,1.0,24000.0
25283,44.0,21.0,1760.0,2.0,1.0,110000.0
25284,45.0,20.0,3655.0,2.0,1.0,44000.0
25285,22.0,20.0,1108.0,1.0,1.0,36000.0
25286,28.0,20.0,4600.0,2.0,1.0,50000.0
25287,40.0,18.0,5240.0,1.0,2.0,33600.0
25288,37.0,21.0,5000.0,1.0,1.0,62000.0
25289,46.0,20.0,4720.0,1.0,1.0,30000.0
25290,33.0,19.0,4720.0,2.0,1.0,3000.0
25291,47.0,18.0,6355.0,1.0,1.0,76000.0
25292,44.0,18.0,4251.0,1.0,6.0,20000.0
25293,39.0,20.0,7315.0,1.0,1.0,44000.0
25294,38.0,16.0,5140.0,2.0,1.0,62000.0
25295,18.0,14.0,9610.0,1.0,1.0,6000.0
25296,60.0,19.0,5000.0,2.0,2.0,68000.0
25297,60.0,20.0,5740.0,2.0,2.0,18400.0
25298,58.0,17.0,9121.0,2.0,2.0,65000.0
25299,57.0,17.0,9121.0,2.0,2.0,65000.0
25300,67.0,19.0,5165.0,2.0,1.0,39000.0
25301,47.0,21.0,1031.0,1.0,6.0,160000.0
25302,20.0,16.0,3645.0,2.0,6.0,25000.0
25303,23.0,15.0,4210.0,1.0,3.0,32000.0
25304,43.0,19.0,110.0,1.0,1.0,145000.0
25305,45.0,16.0,5740.0,2.0,1.0,65000.0
25306,35.0,16.0,6260.0,1.0,1.0,30000.0
25307,64.0,16.0,5110.0,2.0,1.0,45150.0
25308,24.0,21.0,1021.0,1.0,1.0,30020.0
25309,42.0,21.0,600.0,1.0,1.0,145050.0
25310,23.0,20.0,4251.0,2.0,1.0,2800.0
25311,60.0,22.0,2320.0,2.0,1.0,69000.0
25312,65.0,20.0,2040.0,1.0,1.0,25000.0
25313,69.0,16.0,2360.0,2.0,1.0,36400.0
25314,70.0,22.0,2013.0,2.0,1.0,50000.0
25315,25.0,18.0,4110.0,2.0,1.0,670.0
25316,44.0,23.0,3000.0,2.0,1.0,14200.0
25317,45.0,23.0,3000.0,1.0,1.0,124600.0
25318,30.0,20.0,5310.0,2.0,6.0,22000.0
25319,32.0,17.0,7120.0,1.0,6.0,35000.0
25320,48.0,21.0,10.0,1.0,1.0,33000.0
25321,51.0,20.0,5120.0,2.0,6.0,5000.0
25322,49.0,17.0,8225.0,1.0,2.0,82000.0
25323,32.0,19.0,5120.0,2.0,6.0,58500.0
25324,35.0,20.0,8740.0,1.0,6.0,30000.0
25325,30.0,19.0,7140.0,1.0,1.0,68000.0
25326,28.0,19.0,7140.0,1.0,1.0,61000.0
25327,47.0,21.0,52.0,2.0,1.0,40500.0
25328,49.0,22.0,3160.0,1.0,1.0,144400.0
25329,41.0,21.0,4010.0,1.0,1.0,20000.0
25330,33.0,21.0,4030.0,2.0,1.0,30000.0
25331,42.0,22.0,1760.0,2.0,1.0,115000.0
25332,44.0,21.0,1360.0,1.0,6.0,140000.0
25333,30.0,21.0,7750.0,1.0,1.0,32000.0
25334,28.0,16.0,7750.0,2.0,1.0,30000.0
25335,33.0,21.0,1021.0,1.0,9.0,171000.0
25336,58.0,11.0,4230.0,2.0,1.0,32000.0
25337,64.0,11.0,4400.0,1.0,1.0,30000.0
25338,51.0,2.0,7905.0,1.0,5.0,24500.0
25339,19.0,19.0,4720.0,2.0,5.0,11120.0
25340,43.0,20.0,4465.0,1.0,1.0,39200.0
25341,48.0,22.0,2014.0,2.0,1.0,80000.0
25342,23.0,21.0,1360.0,1.0,1.0,68000.0
25343,22.0,16.0,7420.0,1.0,1.0,35000.0
25344,54.0,21.0,5240.0,2.0,1.0,536000.0
25345,69.0,24.0,2205.0,1.0,1.0,140000.0
25346,60.0,24.0,2205.0,2.0,1.0,150000.0
25347,71.0,21.0,4700.0,1.0,1.0,47100.0
25348,50.0,23.0,3050.0,1.0,1.0,117000.0
25349,62.0,22.0,1007.0,1.0,9.0,89520.0
25350,64.0,21.0,2545.0,2.0,2.0,10500.0
25351,44.0,22.0,440.0,2.0,2.0,63000.0
25352,24.0,16.0,9130.0,1.0,1.0,60000.0
25353,29.0,16.0,4760.0,2.0,1.0,26000.0
25354,45.0,24.0,2014.0,1.0,2.0,98000.0
25355,35.0,16.0,6355.0,1.0,1.0,54000.0
25356,35.0,16.0,6230.0,1.0,1.0,32000.0
25357,24.0,21.0,1005.0,1.0,6.0,28000.0
25358,43.0,24.0,1760.0,2.0,1.0,55000.0
25359,39.0,20.0,4000.0,2.0,1.0,75000.0
25360,60.0,21.0,4760.0,2.0,1.0,25000.0
25361,61.0,21.0,640.0,1.0,1.0,308500.0
25362,31.0,23.0,3010.0,1.0,1.0,53000.0
25363,28.0,23.0,2105.0,2.0,6.0,180000.0
25364,76.0,19.0,5860.0,2.0,1.0,26000.0
25365,57.0,19.0,2040.0,2.0,1.0,36000.0
25366,55.0,20.0,5000.0,2.0,1.0,49000.0
25367,53.0,21.0,4700.0,2.0,1.0,6000.0
25368,58.0,21.0,1530.0,1.0,1.0,520000.0
25369,43.0,15.0,6200.0,1.0,1.0,73500.0
25370,43.0,16.0,3640.0,2.0,1.0,27600.0
25371,50.0,21.0,1021.0,1.0,1.0,224300.0
25372,45.0,22.0,800.0,2.0,8.0,39200.0
25373,45.0,21.0,440.0,1.0,6.0,164000.0
25374,37.0,21.0,2545.0,2.0,6.0,32000.0
25375,66.0,23.0,350.0,1.0,6.0,23000.0
25376,33.0,16.0,6260.0,1.0,1.0,230000.0
25377,31.0,22.0,3150.0,2.0,1.0,72000.0
25378,20.0,16.0,6230.0,1.0,8.0,15000.0
25379,36.0,21.0,700.0,1.0,1.0,58000.0
25380,36.0,22.0,2050.0,2.0,1.0,17230.0
25381,36.0,21.0,1021.0,1.0,1.0,567200.0
25382,54.0,21.0,110.0,1.0,1.0,70050.0
25383,50.0,23.0,420.0,2.0,2.0,56050.0
25384,66.0,15.0,540.0,1.0,1.0,76000.0
25385,30.0,22.0,2310.0,2.0,1.0,60000.0
25386,32.0,16.0,6130.0,1.0,1.0,50000.0
25387,65.0,20.0,5860.0,2.0,1.0,16000.0
25388,78.0,16.0,10.0,1.0,1.0,32200.0
25389,34.0,22.0,510.0,1.0,1.0,151500.0
25390,31.0,21.0,3255.0,2.0,1.0,25000.0
25391,44.0,21.0,1860.0,1.0,1.0,125010.0
25392,43.0,21.0,440.0,2.0,1.0,62000.0
25393,59.0,18.0,2002.0,2.0,3.0,28000.0
25394,58.0,14.0,7150.0,1.0,1.0,36000.0
25395,49.0,19.0,8990.0,2.0,5.0,39000.0
25396,35.0,21.0,1022.0,1.0,1.0,59020.0
25397,65.0,21.0,6050.0,1.0,1.0,33500.0
25398,35.0,16.0,3930.0,1.0,1.0,150000.0
25399,61.0,16.0,6230.0,1.0,1.0,25000.0
25400,55.0,16.0,2545.0,2.0,1.0,30000.0
25401,46.0,21.0,3255.0,2.0,1.0,122000.0
25402,59.0,16.0,1050.0,1.0,1.0,80000.0
25403,65.0,22.0,2360.0,2.0,1.0,300200.0
25404,65.0,23.0,220.0,1.0,1.0,65000.0
25405,60.0,20.0,6230.0,1.0,1.0,5600.0
25406,62.0,13.0,4500.0,2.0,6.0,32300.0
25407,53.0,21.0,1021.0,1.0,1.0,60000.0
25408,26.0,19.0,5840.0,1.0,1.0,53000.0
25409,32.0,21.0,1610.0,1.0,1.0,64500.0
25410,27.0,22.0,2145.0,2.0,1.0,35000.0
25411,58.0,16.0,4810.0,2.0,1.0,34000.0
25412,21.0,16.0,9130.0,1.0,1.0,29000.0
25413,41.0,21.0,4720.0,2.0,6.0,6000.0
25414,37.0,20.0,440.0,1.0,1.0,75000.0
25415,42.0,16.0,6260.0,1.0,1.0,50000.0
25416,58.0,18.0,2545.0,1.0,1.0,20000.0
25417,60.0,17.0,4020.0,2.0,9.0,14000.0
25418,66.0,19.0,2205.0,1.0,1.0,205400.0
25419,59.0,15.0,4230.0,2.0,6.0,29900.0
25420,37.0,19.0,5522.0,1.0,1.0,100000.0
25421,57.0,22.0,60.0,1.0,2.0,7400.0
25422,51.0,21.0,440.0,2.0,1.0,250000.0
25423,46.0,18.0,7200.0,1.0,1.0,63000.0
25424,24.0,18.0,9150.0,1.0,2.0,20000.0
25425,52.0,22.0,3256.0,1.0,1.0,180000.0
25426,51.0,23.0,2100.0,2.0,1.0,80000.0
25427,19.0,19.0,4055.0,2.0,1.0,5000.0
25428,21.0,19.0,4760.0,1.0,6.0,3000.0
25429,58.0,18.0,9122.0,2.0,1.0,35000.0
25430,27.0,21.0,800.0,1.0,1.0,70000.0
25431,25.0,20.0,4920.0,1.0,1.0,40000.0
25432,18.0,16.0,4720.0,2.0,1.0,5000.0
25433,31.0,21.0,4850.0,1.0,2.0,60000.0
25434,72.0,21.0,2320.0,1.0,1.0,44400.0
25435,49.0,21.0,4710.0,2.0,1.0,24900.0
25436,58.0,17.0,6305.0,1.0,1.0,53000.0
25437,38.0,19.0,7800.0,2.0,1.0,30000.0
25438,37.0,24.0,3100.0,1.0,1.0,200500.0
25439,44.0,21.0,5940.0,2.0,1.0,40800.0
25440,17.0,14.0,4720.0,2.0,1.0,3000.0
25441,65.0,17.0,440.0,1.0,1.0,99300.0
25442,63.0,21.0,2310.0,2.0,1.0,100000.0
25443,35.0,20.0,4760.0,1.0,1.0,15000.0
25444,26.0,17.0,4760.0,2.0,1.0,15000.0
25445,30.0,21.0,4700.0,1.0,1.0,22000.0
25446,58.0,20.0,9121.0,2.0,1.0,23670.0
25447,58.0,24.0,1760.0,1.0,6.0,155000.0
25448,43.0,21.0,4810.0,2.0,6.0,60000.0
25449,68.0,8.0,4020.0,1.0,6.0,20000.0
25450,34.0,18.0,5240.0,2.0,1.0,44000.0
25451,37.0,1.0,7200.0,1.0,1.0,100000.0
25452,57.0,18.0,3740.0,1.0,1.0,126000.0
25453,46.0,20.0,8740.0,1.0,1.0,90000.0
25454,44.0,19.0,5810.0,2.0,1.0,20000.0
25455,21.0,19.0,7315.0,1.0,1.0,536000.0
25456,24.0,18.0,440.0,1.0,3.0,40000.0
25457,27.0,13.0,4110.0,2.0,3.0,23000.0
25458,48.0,22.0,3255.0,2.0,1.0,100000.0
25459,49.0,19.0,9130.0,1.0,1.0,50000.0
25460,24.0,17.0,3602.0,1.0,1.0,32010.0
25461,75.0,16.0,5420.0,2.0,1.0,7870.0
25462,54.0,20.0,4251.0,1.0,3.0,100000.0
25463,50.0,14.0,8990.0,2.0,3.0,2600.0
25464,37.0,21.0,910.0,1.0,6.0,551000.0
25465,38.0,22.0,310.0,2.0,6.0,125000.0
25466,65.0,22.0,2920.0,1.0,6.0,35000.0
25467,62.0,23.0,2100.0,2.0,1.0,79200.0
25468,56.0,21.0,1320.0,1.0,6.0,17000.0
25469,29.0,17.0,3603.0,2.0,9.0,19900.0
25470,30.0,19.0,9645.0,1.0,1.0,2200.0
25471,71.0,16.0,440.0,1.0,1.0,53400.0
25472,24.0,16.0,7200.0,1.0,1.0,30000.0
25473,22.0,16.0,4600.0,2.0,1.0,13000.0
25474,65.0,20.0,440.0,2.0,1.0,65000.0
25475,73.0,21.0,1006.0,1.0,1.0,60000.0
25476,33.0,24.0,1760.0,1.0,6.0,70000.0
25477,65.0,21.0,4251.0,1.0,1.0,30000.0
25478,54.0,19.0,4720.0,1.0,1.0,63000.0
25479,35.0,21.0,1021.0,1.0,9.0,210000.0
25480,34.0,21.0,2310.0,2.0,9.0,2000.0
25481,44.0,18.0,1410.0,1.0,1.0,65700.0
25482,21.0,19.0,5240.0,2.0,1.0,11500.0
25483,18.0,14.0,4110.0,1.0,1.0,11000.0
25484,48.0,22.0,440.0,1.0,1.0,130000.0
25485,43.0,23.0,2100.0,2.0,1.0,150000.0
25486,30.0,21.0,2310.0,2.0,1.0,45000.0
25487,34.0,21.0,9130.0,1.0,1.0,77000.0
25488,48.0,18.0,7430.0,1.0,1.0,100050.0
25489,56.0,16.0,5730.0,2.0,1.0,40000.0
25490,57.0,21.0,3630.0,1.0,1.0,74000.0
25491,46.0,22.0,3255.0,2.0,1.0,120000.0
25492,18.0,14.0,3960.0,2.0,1.0,5000.0
25493,60.0,19.0,7330.0,1.0,1.0,93700.0
25494,57.0,16.0,4330.0,2.0,1.0,112000.0
25495,51.0,21.0,3255.0,2.0,1.0,80860.0
25496,52.0,16.0,6230.0,1.0,1.0,48000.0
25497,39.0,16.0,4350.0,1.0,1.0,30400.0
25498,37.0,19.0,4350.0,2.0,1.0,7540.0
25499,36.0,16.0,4010.0,2.0,1.0,25400.0
25500,41.0,16.0,20.0,1.0,8.0,51000.0
25501,62.0,20.0,8600.0,1.0,1.0,402000.0
25502,63.0,23.0,800.0,2.0,1.0,136000.0
25503,39.0,17.0,6260.0,1.0,1.0,80000.0
25504,34.0,20.0,3645.0,2.0,9.0,45000.0
25505,43.0,19.0,9130.0,1.0,1.0,49000.0
25506,63.0,21.0,1530.0,1.0,1.0,30100.0
25507,60.0,16.0,4700.0,1.0,1.0,335000.0
25508,27.0,18.0,5510.0,2.0,1.0,1100.0
25509,29.0,20.0,9620.0,1.0,1.0,65000.0
25510,58.0,21.0,440.0,2.0,1.0,153020.0
25511,47.0,18.0,5940.0,2.0,1.0,28000.0
25512,47.0,20.0,9130.0,1.0,1.0,26000.0
25513,50.0,16.0,9620.0,1.0,1.0,95000.0
25514,53.0,18.0,3550.0,2.0,9.0,45000.0
25515,68.0,19.0,6240.0,1.0,1.0,76000.0
25516,45.0,21.0,440.0,2.0,1.0,85000.0
25517,64.0,19.0,4230.0,2.0,1.0,16000.0
25518,31.0,22.0,1006.0,1.0,6.0,40000.0
25519,33.0,22.0,710.0,2.0,6.0,70000.0
25520,68.0,18.0,6700.0,1.0,6.0,62000.0
25521,67.0,24.0,10.0,2.0,8.0,303000.0
25522,55.0,24.0,2205.0,2.0,8.0,93000.0
25523,58.0,19.0,5120.0,2.0,1.0,18900.0
25524,33.0,24.0,1760.0,2.0,1.0,31500.0
25525,40.0,16.0,8990.0,1.0,1.0,77000.0
25526,41.0,16.0,52.0,1.0,1.0,62660.0
25527,41.0,21.0,4000.0,1.0,6.0,24000.0
25528,35.0,21.0,4000.0,2.0,6.0,25000.0
25529,47.0,21.0,9130.0,1.0,6.0,12000.0
25530,48.0,16.0,8740.0,1.0,1.0,60000.0
25531,48.0,21.0,1021.0,1.0,1.0,153060.0
25532,43.0,20.0,4720.0,2.0,9.0,35000.0
25533,54.0,18.0,3870.0,1.0,1.0,70000.0
25534,54.0,20.0,3645.0,2.0,1.0,35000.0
25535,31.0,16.0,4522.0,2.0,1.0,92200.0
25536,31.0,13.0,630.0,2.0,2.0,98000.0
25537,59.0,20.0,3601.0,2.0,1.0,4000.0
25538,36.0,19.0,3602.0,2.0,1.0,300.0
25539,56.0,22.0,2002.0,1.0,2.0,26000.0
25540,53.0,21.0,5710.0,2.0,1.0,22300.0
25541,34.0,16.0,3740.0,1.0,9.0,24000.0
25542,37.0,18.0,440.0,1.0,9.0,70000.0
25543,44.0,23.0,220.0,1.0,1.0,148000.0
25544,51.0,22.0,2634.0,2.0,1.0,40000.0
25545,70.0,21.0,3255.0,2.0,1.0,115700.0
25546,36.0,21.0,4850.0,2.0,1.0,100000.0
25547,31.0,21.0,4850.0,1.0,1.0,80000.0
25548,38.0,20.0,440.0,1.0,1.0,129000.0
25549,53.0,22.0,8030.0,1.0,1.0,38450.0
25550,33.0,19.0,3870.0,1.0,1.0,95000.0
25551,29.0,21.0,2014.0,2.0,1.0,6000.0
25552,27.0,16.0,120.0,1.0,1.0,58000.0
25553,33.0,18.0,4700.0,1.0,1.0,25000.0
25554,54.0,16.0,3602.0,2.0,1.0,23000.0
25555,52.0,12.0,4230.0,2.0,1.0,11000.0
25556,26.0,21.0,2205.0,2.0,1.0,20670.0
25557,26.0,21.0,2205.0,1.0,1.0,3300.0
25558,55.0,22.0,230.0,2.0,1.0,106800.0
25559,36.0,20.0,3603.0,2.0,7.0,10000.0
25560,44.0,1.0,6050.0,1.0,8.0,25000.0
25561,29.0,24.0,1410.0,1.0,1.0,180000.0
25562,29.0,22.0,1320.0,2.0,1.0,106000.0
25563,39.0,20.0,3255.0,2.0,2.0,51000.0
25564,30.0,21.0,9142.0,1.0,2.0,25000.0
25565,23.0,19.0,630.0,2.0,1.0,55000.0
25566,27.0,18.0,6230.0,1.0,1.0,75000.0
25567,30.0,19.0,4710.0,1.0,6.0,50000.0
25568,24.0,21.0,735.0,2.0,6.0,35000.0
25569,59.0,21.0,1650.0,2.0,1.0,50000.0
25570,55.0,21.0,4850.0,1.0,1.0,100000.0
25571,48.0,18.0,5550.0,1.0,1.0,43000.0
25572,73.0,17.0,4140.0,1.0,1.0,5000.0
25573,27.0,16.0,1555.0,1.0,1.0,40000.0
25574,25.0,16.0,4760.0,2.0,1.0,20000.0
25575,57.0,16.0,1555.0,1.0,6.0,40000.0
25576,58.0,16.0,1900.0,2.0,6.0,36000.0
25577,28.0,22.0,3255.0,2.0,6.0,20000.0
25578,28.0,19.0,1108.0,1.0,6.0,46000.0
25579,27.0,16.0,4510.0,2.0,1.0,20400.0
25580,42.0,19.0,440.0,2.0,6.0,45040.0
25581,43.0,18.0,5610.0,1.0,8.0,86000.0
25582,21.0,20.0,9620.0,1.0,9.0,30000.0
25583,27.0,16.0,540.0,1.0,8.0,40000.0
25584,33.0,16.0,7030.0,1.0,6.0,60000.0
25585,32.0,20.0,4220.0,2.0,6.0,4500.0
25586,46.0,16.0,4920.0,1.0,2.0,86000.0
25587,45.0,20.0,3603.0,2.0,2.0,60000.0
25588,45.0,22.0,1610.0,1.0,1.0,91600.0
25589,54.0,23.0,5000.0,2.0,1.0,85000.0
25590,17.0,13.0,6040.0,1.0,1.0,2000.0
25591,35.0,21.0,2310.0,1.0,1.0,45000.0
25592,25.0,22.0,2205.0,1.0,1.0,11900.0
25593,24.0,21.0,1305.0,2.0,1.0,28500.0
25594,50.0,22.0,705.0,1.0,1.0,170000.0
25595,46.0,22.0,120.0,2.0,1.0,85000.0
25596,56.0,16.0,7220.0,1.0,1.0,80000.0
25597,22.0,16.0,5940.0,2.0,1.0,12000.0
25598,34.0,20.0,7315.0,1.0,1.0,50000.0
25599,32.0,20.0,4700.0,2.0,1.0,12000.0
25600,39.0,19.0,630.0,2.0,1.0,54000.0
25601,47.0,18.0,7200.0,1.0,1.0,52000.0
25602,54.0,19.0,4720.0,2.0,1.0,68400.0
25603,57.0,16.0,4720.0,1.0,1.0,60000.0
25604,52.0,22.0,5240.0,2.0,1.0,590.0
25605,53.0,21.0,7700.0,1.0,1.0,140000.0
25606,44.0,19.0,120.0,2.0,1.0,48000.0
25607,42.0,20.0,1320.0,1.0,1.0,115000.0
25608,36.0,16.0,5940.0,2.0,1.0,27600.0
25609,31.0,21.0,2330.0,1.0,9.0,70000.0
25610,28.0,21.0,2002.0,2.0,1.0,49000.0
25611,36.0,21.0,3645.0,2.0,1.0,41900.0
25612,39.0,19.0,4850.0,1.0,1.0,55000.0
25613,30.0,19.0,2360.0,1.0,1.0,48000.0
25614,25.0,16.0,9830.0,1.0,1.0,18000.0
25615,25.0,16.0,7340.0,1.0,1.0,24000.0
25616,67.0,19.0,4120.0,2.0,1.0,58600.0
25617,77.0,19.0,940.0,2.0,1.0,48000.0
25618,45.0,17.0,5240.0,2.0,1.0,45000.0
25619,40.0,21.0,6305.0,1.0,1.0,50000.0
25620,50.0,16.0,4230.0,2.0,1.0,1500.0
